c-1OHI5e9_U	Fact (Ozols u.c.)	Creeping		1998	210	vcr	5	10						X											
bkBj-V7-a6o	Agnese	Tukšums		1998	272	vcr	5	10						X											
6kBU-M9aYCg	Igo	Ūdens		1998	244	vcr	5	10						X											
x2XM7JUt_OI	Igo	Cik savādi		1997	245	vcr	5	10						X											
_9KL4OigAzs	Līvi	Gailis		1994	255	vcr	5	10						X											
EVNVioboYfA	Credo (atgriešanās)	Lietus		1998	248	vcr	5	10						X											
2f44ecMc8LE	Tranzīts	Pietura		1998	23	vcr	5	10						X											
S3h_O87F9qg	A-Eiropa (pirmsākumi)	Es mīlu tevi (nekad nebeigšu)		1999	242	vcr	5	10						X											
uN0WwwEL81I	Arnis Mednis	Es zinu, ka mīlēšu tevi		1998	184	vcr	5	10						X											
W9Ose8Hgo4M	Bet Bet	Mana mīļā meitene		1994	151	vcr	5	10						X											
d9CN11BwoeM	Odis	Hei, mazā!		1990	268	vcr	5	10				X		X											
Iw0zO9eXPig	100. Debija	Mīlestība ir		1995	4369	vcr	5	10						X											
EP03yUVqQeQ	K. Dimiters / L. Pere	Atceries mani		1995	262	vcr	5	10						X											
6iKfZixpZag	Jauns Mēness	Saule lec		1993	178	vcr	5	10						X											
qzDlBAdy-vI	Jauns Mēness	O, kādi zēni		1997	234	vcr	5	10						X											
jZ1CWAiUaMU	Prāta Vētra	Dārznieks		1996	255	vcr	5	10						X											
Wz18g7t3hJE	Tumsa	Paldies tev, draugs		1999	198	vcr	5	10						X											
tVM3IqaJOxs	HMP?	Šonakt		1996	242	vcr	5	10						X											
PHVSKnm5CJ4	Olga Rajecka	Rīts		1992	193	vcr	5	10						X											
EVKcc_6MEcs	Kaimiņi	Es gribu dejot (bugi vugi)		1999	230	vcr	5	10						X											
_v-UVEFxus8	Labvēlīgais Tips	Ar dievu meitenes		1998	154	vcr	5	10						X											
QGnwdo5vyTw	Roberts Gobziņš	Zibsnī zvaigznes (Remix)		1993	233	vcr	5	10						X											
NdqvJRT4u78	Otra Puse	Rītdiena		1996	218	vcr	5	10						X											
RJ7sH2LTwnQ	Gunārs Kalniņš	Mēness		1999	238	vcr	5	10						X											
yJc_dT5zriw	Otra Puse	Nakts vārdi		1992	273	vcr	5	10						X											
SvOTRpd7K_w	Līvi (G. Virkava versija)	Lai būtu tā		1995	208	vcr	5	10						X											
uuYOQJYeYjs	Dakota (agrāk)	Dzeltenie aizkari		1996	292	vcr	5	10						X											
7i8VkVTemUw	Prāta Vētra	Ziemassvētki (manā sirdī)		1993	232	vcr	5	10						X											
JSeXYkAmt1s	R.Pauls / A.Kukule u.c.	Nekas jau nebeidzas		1991	267	vcr	5	10						X											
VRCaOg3yZrA	K.D.A.K. (Keksi)	Nāc dejot (Roka-billi)		1994	253	vcr	5	10						X											
skuzDmWsZ5c	Rīgas Deju Klubs	Tikai tev un man		1995	246	vcr	5	10						X											
CGPaJA91nZ0	Bāze 7	Ejam tālāk		1992	296	vcr	5	10						X											
nZC9GI4to-0	Olga Rajecka	Vēl un vēl		1995	238	vcr	5	10						X											
x5ql0qkrqZU	Bet Bet	Baltās dūjas		1996	207	vcr	5	10						X											
EVuin4w9qaE	Arnis Mednis	Tuvu tuvu		1996	2228	vcr	5	10						X											
BhPDzAwxmtY	Huskvarn	Vienmēr		1995	277	vcr	5	10						X											
dYxn5BlYLNM	Grundulis	Lūgums (deju versija)		1998	339	vcr	5	10						X											
1f96DchuJmg	Logo	Melu karalis		1999	231	vcr	5	10						X											
IUpbkX40MiQ	Rebel	Brīvdiena		1996	2535	vcr	5	10						X											
DWpidpKhw_I	Prāta Vētra	My Star / Īssavienojums		2000	186	vcr	5	10						X											
_M-w89U8TEU	Marija Naumova	I Wanna		2002	191	modern	5	10	X					X											
vSIV2J08BPg	Lauris Reiniks	Sirds sadeg neparasti		2002	217	modern	5	10	X					X											
uyu9DRb-3iI	Prāta Vētra	Spogulīt, spogulīt		2001	243	modern	5	10	X					X											
ViPi57XK3ms	Cacao (Andris Ērglis)	Ripoja akmens		2007	211	modern	5	10	X					X											
sFbrRd2WobI	Tumsa	Lietus dārzs		2001	299	modern	5	10	X					X											
